date,symbol,time_point,time_idx,output_name,value
2025-01-02,300816,10:10:00.000,4,output_8,25.537733333333332
2025-01-02,300816,10:20:00.000,5,output_8,25.41862796833773
2025-01-02,300816,10:30:00.000,6,output_8,25.540287443267776
2025-01-02,300816,10:40:00.000,7,output_8,25.530359281437125
2025-01-02,300816,10:50:00.000,8,output_8,25.486666666666668
2025-01-02,300816,11:00:00.000,9,output_8,25.555608108108107
2025-01-02,300816,11:10:00.000,10,output_8,25.467989690721648
2025-01-02,300816,11:20:00.000,11,output_8,25.358947368421052
2025-01-02,300816,11:30:05.000,12,output_8,25.262138364779876
2025-01-02,300816,13:10:00.000,13,output_8,25.149050632911393
2025-01-02,300816,13:20:00.000,14,output_8,25.062016498625116
2025-01-02,300816,13:30:00.000,15,output_8,24.99393092105263
